movie_title,genres,imdb_score,title_year,music genre,song,artist,year,Rating,ISBN,Book-Title,Book-Author,book genre,Rating
Doubt,Drama,7.5,2013,pop,everything you want,vertical horizon,2000,7.5,385313748,All Our Yesterdays (Large Print),Robert B. Parker,Crime,6.3
"Synecdoche, New York",Comedy,7.5,2013,pop,music,madonna,2000,7.5,380728273,Liberty Falling (Anna Pigeon Mysteries (Paperback)),Nevada Barr,Crime,6.3
Standard Operating Procedure,Crime,7.5,2013,,broadway,goo goo dolls,2000,7.5,140374248,James and the Giant Peach,Roald Dahl,Fiction,6.3
The Class,Drama,7.5,2013,,gotta tell you,samantha mumba,2000,7.5,449202631,Danger,Dick Francis,Crime,6.3
Call+ Response,Documentary,7.5,2013,,black balloon,goo goo dolls,1999,7.5,891091963,Inside out,Lawrence J Crabb,Fiction,6.3
Harry Potter and the Order of the Phoenix,Adventure,7.5,2013,,steal my sunshine,len,1999,7.5,1567184294,"The Western Mysteries: An Encyclopedic Guide to the Sacred Languages &amp; Magickal Systems of the World : The Key of It All, Book II (Key of It All)",David Allen Hulse,Fiction,6.3
The Assassination of Jesse James by the Coward Robert Ford,Biography,7.5,2013,,ghetto cowboy,mo thugs,1999,7.5,60973897,Lakota Woman,Dog Mary Crow,Romance,6.3
August Rush,Drama,7.5,2013,,i will come to you,hanson,1998,7.5,679427430,Wouldn't Take Nothing for My Journey Now,MAYA ANGELOU,Crime,6.3
Freedom Writers,Biography,7.5,2013,,dangerous,busta rhymes,1998,7.5,8423324311,Gastronomia divina (L'Ã¡ncora),Eugeni Perea SimÃ³n,Crime,6.3
Reign Over Me,Drama,7.5,2013,,father,ll cool j,1998,7.5,8478097732,GrÃ cies per la propina (Columna),Ferran Torrent,Fiction,6.3
Trade,Crime,7.5,2013,,the jock jam,various artists,1997,7.5,140382658,You Can Surf the Net: Your Guide to the World of the Internet,Marc Gascoigne,Fiction,6.3
Juno,Comedy,7.5,2013,,whats on tonight,montell jordan,1997,7.5,590947257,Forever Amber Brown (Amber Brown (Paperback)),Paula Danziger,Fiction,6.3
The Orphanage,Drama,7.5,2013,,fly like an eagle,seal,1997,7.5,553258524,Dragonsong (Harper Hall Trilogy),Anne McCaffrey,Fiction,6.3
[Rec],Horror,7.5,2013,,barbie girl,aqua,1997,7.5,425156842,Sophie's World: A Novel About the History of Philosophy (Berkeley Signature Edition),Jostein Gaarder,Romance,6.3
Juno,Comedy,7.5,2013,,i love you always forever,donna lewis,1996,7.5,812523385,Selected Poems of Emily Dickinson,Emily Dickinson,Romance,6.3
Babel,Drama,7.5,2013,,on bended knee,boyz ii men,1995,7.5,786868015,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon,Romance,6.3
The Painted Veil,Drama,7.5,2013,,have you ever really loved a woman,bryan adams,1995,7.5,26329859,From the Earth: Chinese Vegetarian Cooking,Eileen Yin-Fei Lo,Romance,6.3
The Wind That Shakes the Barley,Drama,7.5,2013,,you are not alone,michael jackson,1995,7.5,399137807,The Cat Who Wasn't There,Lilian Jackson Braun,Fiction,6.3
Akeelah and the Bee,Drama,7.5,2013,,someone to love,jon b,1995,7.5,819215635,Listening Hearts: Discerning Call in Community,Suzanne G. Farnham,Fiction,6.3
An Inconvenient Truth,Documentary,7.5,2013,,sukiyaki,04:00 PM,1995,7.5,312965745,Secrets of St. John's Wort: A Lynn Sonberg Book,Larry Katzenstein,Romance,6.3
Kingdom of Heaven,Action,7.5,2013,,shine,collective soul,1994,7.5,671000306,Shock Wave (Dirk Pitt Adventures (Paperback)),Clive Cussler,Romance,6.3
A History of Violence,Crime,7.5,2013,,always in my heart,tevin campbell,1994,7.5,965746828,Home Spun: A Collection,Leon Hale,Fiction,6.3
The Curse of the Were-Rabbit,Animation,7.5,2013,,jump,kris kross,1992,7.5,786015276,11th Hour,Bradley Warshauer,Romance,6.3
The Constant Gardener,Drama,7.5,2013,,finally,cece peniston,1992,7.5,380732688,Milk and Honey (Peter Decker/Rina Lazarus Novels),Faye Kellerman,Fiction,6.3
The Greatest Game Ever Played,Drama,7.5,2013,,how do you talk to an angel,the heights,1992,7.5,385424728,The Chamber,John Grisham,Crime,6.3
Three Burials,Adventure,7.5,2013,,i wanna sex you up,color me badd,1991,7.5,084994371X,Blink,Ted Dekker,Fiction,6.3
"Good Night, and Good Luck.",Biography,7.5,2013,,right here right now,jesus jones,1991,7.5,345353625,Her Mother's Daughter,Marilyn French,Fiction,6.3
House of Sand,Drama,7.5,2012,,romantic,karyn white,1991,7.5,743206053,Kitchen Privileges : A Memoir,Mary Higgins Clark,Fiction,6.3
Mad Hot Ballroom,Documentary,7.5,2012,,blaze of glory,jon bon jovi,1990,7.5,030720152X,Comic Characters,Craig Boldman,Fiction,6.3
51 Birch Street,Documentary,7.5,2012,,lost in your eyes,debbie gibson,1989,7.5,312312628,Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery,Julia Spencer-Fleming,Romance,6.3
Sisters in Law,Documentary,7.5,2012,,if i could turn back time,cher,1989,7.5,61096091,Eyeshot,Lynn S. Hightower,Crime,6.3
The Aviator,Biography,7.5,2012,,once bitten twice shy,great white,1989,7.5,440122090,Echoes,Maeve Binchy,Fiction,6.3
Flight of the Phoenix,Action,7.5,2012,,poison,alice cooper,1989,7.5,446364193,Along Came a Spider (Alex Cross Novels),James Patterson,Fiction,6.3
Blade: Trinity,Action,7.5,2012,,never gonna give you up,rick astley,1988,7.5,385314019,Women on the Case,Sara Paretsky,Fiction,6.3
Miracle,Biography,7.5,2012,,simply irresistible,robert palmer,1988,7.5,684717255,I And Thou,Martin Buber,Fiction,6.3
Sideways,Adventure,7.5,2012,,love bites,def leppard,1988,7.5,345305477,Easy Travel to Other Planets,Ted Mooney,Fiction,6.3
2046,Drama,7.5,2012,,dont you want me,jody watley,1988,7.5,449245691,The Book of Lights,Chaim Potok,Fiction,6.3
Fahrenheit9/11,Documentary,7.5,2012,,nothings gonna stop us now,starship,1987,7.5,2266033689,Le Diable Au Corps,Raymond Radiguet,Fiction,6.3
Maria Full of Grace,Crime,7.5,2012,,here i go again,whitesnake,1987,7.5,553258001,The Cider House Rules,John Irving,Fiction,6.3
X-Men2,Action,7.5,2012,,will you still love me,chicago,1987,7.5,812523873,Proxies,Laura J. Mixon,Sci-fi,6.2
The Life of David Gale,Crime,7.5,2012,,the finer things,steve winwood,1987,7.5,385504209,The Da Vinci Code,Dan Brown,Fiction,6.2
Johnny English,Action,7.5,2012,,dancing on the ceiling,lionel richie,1986,7.5,679442790,The Reader,Bernhard Schlink,Fiction,6.2
Open Range,Drama,7.5,2012,,perfect way,scritti politti,1986,7.5,446523569,Message in a Bottle,Nicholas Sparks,Crime,6.2
American Splendor,Biography,7.5,2012,,baby love,regina,1986,7.5,052594463X,All of Me: A Voluptuous Tale,Venise T. Berry,Romance,6.2
Travelers and Magicians,Adventure,7.5,2012,,head over heels,tears for fears,1985,7.5,684864320,LAKE NEWS : A Novel,Barbara Delinsky,Romance,6.2
Gangs of New York,Crime,7.5,2012,,what about love,heart,1985,7.5,2253043974,Chronique d'une mort annoncï¿½?©e,Gabriel Garcia Marquez,Fiction,6.2
Equilibrium,Action,7.5,2012,,oh sherrie,steve perry,1984,7.5,1854795554,The World's Stupidest Signs,Michael O'Mara,Romance,6.2
Rabbit-Proof Fence,Adventure,7.5,2012,,stuck on you,lionel richie,1984,7.5,2264009306,CantilÃ¨nes en gelÃ©e , Barnum's digest ,Romance,6.2
Harry Potter and the Sorcerer's Stone,Adventure,7.5,2012,,she bop,cyndi lauper,1984,7.5,1886383421,Fires of Aggar,Chris Anne Wolfe,Fiction,6.2
Life as a House,Drama,7.5,2012,,hard habit to break,chicago,1984,7.5,1563411148,The Second Coming of Curly Red,Jody Seay,Romance,6.2
In the Bedroom,Crime,7.5,2012,,almost paradise,mike reno and ann wilson,1984,7.5,446300101,"The Beans of Egypt, Maine",Carolyn Chute,Fiction,6.2
Cast Away,Adventure,7.5,2012,,1999,prince,1983,7.5,380788497,Changer,Jane Lindskold,Fiction,6.2
Vertical Limit,Action,7.5,2012,,making love out of nothing at all,air supply,1983,7.5,743211383,Dreamcatcher,Stephen King,Crime,6.2
Michael Jordan to the Max,Documentary,7.5,2012,,shake it up,the cars,1982,7.5,039457513X,Billy Bathgate,E. L. Doctorow,Fiction,6.2
Best in Show,Comedy,7.5,2012,,open arms,journey,1982,7.5,152162577,Deep Wizardry: The Second Book in the Young Wizards Series,Diane Duane,Fiction,6.2
George Washington,Drama,7.5,2012,,private eyes,daryl hall  john oates,1982,7.5,345391802,The Hitchhiker's Guide to the Galaxy,Douglas Adams,Romance,6.2
The Circle,Drama,7.5,2012,,love is in control finger on the trigger,donna summer,1982,7.5,451155750,The Dead Zone,Stephen King,Romance,6.2
Ghost Dog: The Way of the Samurai,Action,7.5,2012,,morning train nine to five,sheena easton,1981,7.5,380820447,"For Better, for Worse: A Novel",Carole Matthews,Fiction,6.2
Mulan,Adventure,7.5,2012,,the boy from new york city,the manhattan transfer,1981,7.5,688048730,Thinking on paper,V. A Howard,Romance,6.2
The Truman Show,Comedy,7.5,2012,,hit me with your best shot,pat benatar,1981,7.5,515122408,The Cat Who Tailed a Thief,Lilian Jackson Braun,Fiction,6.2
Elizabeth,Biography,7.5,2012,,giving it up for your love,delbert mcclinton,1981,7.5,440224829,Granny Dan,DANIELLE STEEL,Fiction,6.2
A Simple Plan,Crime,7.5,2012,,funkytown,lipps inc,1980,7.5,892967994,The Fractal Murders (Pepper Keane Mysteries),Mark Cohen,Crime,6.2
Gods and Monsters,Biography,7.5,2012,,yes im ready,teri desario  kc,1980,7.5,765341972,The Mothman Prophecies,John A. Keel,Fiction,6.2
Buffalo'66,Comedy,7.5,2012,,emotional rescue,the rolling stones,1980,7.5,130139165,Introduction to Fire Prevention (5th Edition),James C. Robertson,Fiction,6.2
Pi,Drama,7.5,2012,,let my love open the door,pete townshend,1980,7.5,786889705,Two for Texas,James Lee Burke,Crime,6.2
The Devil's Advocate,Drama,7.5,2012,,you dont bring me flowers,neil diamond  barbra streisand,1979,7.5,679420118,A Dangerous Place: California's Unsettling Fate (Images of America),Marc Reisner,Suspense,6.2
The Ice Storm,Drama,7.5,2012,,just when i needed you most,randy vanwarmer,1979,7.5,741405784,A Cuisine of Leftovers,Jonathan Pearce,Fiction,6.2
Jackie Brown,Crime,7.5,2012,,evergreen love theme from a star is born,barbra streisand,1977,7.5,1573229385,The Frog King: A Love Story,Adam Davies,Romance,6.2
Sleepers,Crime,7.5,2012,,i like dreamin,kenny nolan,1977,7.5,679743464,Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International),Haruki Murakami,Fiction,6.2
The Bridges of Madison County,Drama,7.5,2012,,love to love you baby,donna summer,1976,7.5,345341201,Sins of Omission,FERN MICHAELS,Crime,6.2
Richard III,Drama,7.5,2012,,sweet thing,rufus,1976,7.5,345418018,The World According to Garp (Ballantine Reader's Circle),John Irving,Romance,6.2
Welcome to the Dollhouse,Comedy,7.5,2012,,fox on the run,sweet,1976,7.5,014016930X,Angle of Repose (Contemporary American Fiction),Wallace Stegner,Thriller,6.2
The River Wild,Action,7.5,2012,,laughter in the rain,neil sedaka,1975,7.5,553268449,JITTERBUG PERFUME,TOM ROBBINS,Crime,6.2
Legends of the Fall,Drama,7.5,2012,,best of my love,eagles,1975,7.5,877733759,Writing Down the Bones,NATALIE GOLDBERG,Thriller,6.2
Bullets Over Broadway,Comedy,7.5,2012,,the morning after,maureen mcgovern,1973,7.5,446601241,Kiss the Girls,James Patterson,Thriller,6.2
Jurassic Park,Adventure,7.5,2012,,stay awhile,the bells,1971,7.5,345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan,Suspense,6.2
Madadayo,Drama,7.5,2012,,here comes the sun,richie havens,1971,7.5,8885989632,Patapim e patapam (Le formiche),Antonio Albanese,Fiction,6.2
Menace II Society,Crime,7.5,2012,,spirit in the sky,norman greenbaum,1970,7.5,3746611229,Der fremde Freund. (Drachenblut).,Christoph Hein,Fiction,6.2
Bram Stoker's Dracula,Fantasy,7.5,2012,,somethings burning,kenny rogers  the first edition,1970,7.5,034545829X,Waking Up Screaming: Haunting Tales of Terror,H. P. Lovecraft,Thriller,6.2
My Cousin Vinny,Comedy,7.5,2012,,woodstock,crosby stills nash  young,1970,7.5,812551389,"The Skystone (Whyte, Jack. Camulod Chronicles, Bk. 1.)",Jack Whyte,Crime,6.2
Howards End,Drama,7.5,2012,,get back,the beatles with billy preston,1969,7.5,553266500,The Crib,Paul Kent,Romance,6.2
Total Recall,Action,7.5,2012,,little green apples,o c smith,1968,7.5,60171510,A Feather on the Breath of God: A Novel,Sigrid Nunez,Fiction,6.2
Home Alone,Comedy,7.5,2012,,love child,the supremes,1968,7.5,394557433,Gift From The Sea,Anne Morrow Lindbergh,Fiction,6.2
Metropolitan,Comedy,7.5,2012,,bottle of wine,the fireballs,1968,7.5,671500546,The Vulcan Academy Murders,Jean Lorrah,Suspense,6.2
Roger& Me,Documentary,7.5,2012,,ode to billie joe,bobbie gentry,1967,7.5,3746670144,"Ich, Prinzessin Viola: Ein altes Haus und seine Besetzer",Claudia von Zglinicki,Fiction,6.2
Beetlejuice,Comedy,7.5,2012,,little bit o soul,the music explosion,1967,7.5,373057296,"Midsummer Madness (Silhouette Desire, No 729)",Christine Rimmer,Fiction,6.2
Cry Freedom,Biography,7.5,2012,,respect,aretha franklin,1967,7.5,551030682,"Sacred Diary of Adrian Plass, Christian Speaker Aged 45 3/4",Adrian Plass,Thriller,6.2
Salvador,Drama,7.5,2012,,come back when you grow up,bobby vee,1967,7.5,3407780117,"Komm, wir finden einen Schatz",Janosch,Fiction,6.2
A Nightmare on Elm Street,Horror,7.5,2012,,western union,five americans,1967,7.5,385720920,Choke,CHUCK PALAHNIUK,Fiction,6.2
A Nightmare on Elm Street,Horror,7.5,2012,,strangers in the night,frank sinatra,1966,7.5,894803700,"14,000 Things to Be Happy About",Barbara Ann Kipfer,Suspense,6.2
Trading Places,Comedy,7.5,2012,,love is a hurtin thing,lou rawls,1966,7.5,425071421,Stranger in a Strange Land,Robert A. Heinlein,Fiction,6.2
Reds,Biography,7.5,2012,,6345789 soulsville usa,wilson pickett,1966,7.5,29087104,HISTORY OF THE SOUTHERN CONFEDERACY,Clement Eaton,Suspense,6.2
Coal Miner's Daughter,Biography,7.5,2012,,crying in the chapel,elvis presley,1965,7.5,1569471800,The Distance Between,Eliza Osborne,Crime,6.2
The Texas Chain Saw Massacre,Horror,7.5,2012,,my girl,the temptations,1965,7.5,8850200005,Il Dio Delle Piccole Cose,Arundhati Roy,Romance,6.2
The Texas Chain Saw Massacre,Horror,7.5,2012,,unchained melody,the righteous brothers,1965,7.5,515132632,Isle of Lies,Donna Fletcher,Fiction,6.2
American Graffiti,Comedy,7.5,2012,,ill be doggone,marvin gaye,1965,7.5,044990928X,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,Fiction,6.2
Frenzy,Thriller,7.5,2012,,laurie strange things happen,dickey lee,1965,7.5,590660543,Northern Lights (His Dark Materials S.),Philip Pullman,Suspense,6.2
Tora! Tora! Tora!,Action,7.5,2012,rap,worth it,fifth harmony featuring kid ink,2015,7.4,575073004,Nightchild (Gollancz SF S.),James Barclay,Thriller,6.2
Oliver!,Drama,7.5,2012,hip hop,hotline bling,drake,2015,7.4,802433243,Only the Wind Remembers,Marlo Schalesky,Thriller,6.2
From Russia with Love,Action,7.5,2012,,pompeii,bastille,2014,7.4,385293542,Crescent City,Belva Plain,Fiction,6.2
The Valley of Decision,Drama,7.5,2012,,boom clap,charli xcx,2014,7.4,670032425,The Adventures of Augie March,Saul Bellow,Fiction,6.2
Pinocchio,Animation,7.5,2012,,na na,trey songz,2014,7.4,096478260X,"Miracle in the Void: Free Energy, Ufos and Other Scientific Revelations",Brian O'Leary,Suspense,6.2
Sleepy Hollow,Adventure,7.5,2012,,my hitta,yg featuring jeezy and rich homie quan,2014,7.4,1566197155,Little Princess,Frances Hodgson Burnett,Fiction,6.2
Twisted,Drama,7.5,2012,pop,partition,beyonce,2014,7.4,890842795,English Handbook for Christian Schools,Grace Colling,Fiction,6.2
McHale's Navy,Comedy,7.5,2012,country,same love,macklemore and ryan lewis featuring mary lambert,2013,7.4,031298250X,America : A Jake Grafton Novel (A Jake Grafton Novel),Stephen Coonts,Romance,6.2
The Family,Drama,7.5,2012,country,body party,ciara,2013,7.4,2005018,Clara Callan,Richard Bruce Wright,Fiction,6.1
Perception,Crime,7.5,2012,pop,let her go,passenger,2013,7.4,312252617,Fast Women,Jennifer Crusie,Romance,6.1
The O.C.,Comedy,7.5,2012,rap,call me maybe,carly rae jepsen,2012,7.4,446525502,The Rescue,Nicholas Sparks,Romance,6.1
The Dead Zone,Drama,7.5,2012,country,we are young,fun featuring janelle mon'ae,2012,7.4,525943862,Cheaters,Eric Jerome Dickey,Romance,6.1
Saving Grace,Drama,7.5,2012,rap,we are never ever getting back together,taylor swift,2012,7.4,671042556,Blackbird: A Childhood Lost and Found,Jennifer Lauck,Romance,6.1
Saving Grace,Drama,7.5,2012,pop,moves like jagger,maroon 5 featuring christina aguilera,2012,7.4,039304016X,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,Fiction,6.1
The Following,Crime,7.5,2012,pop,let me love you until you learn to love yourself,neyo,2012,7.4,525944834,Liar's Game,Eric Jerome Dickey,Fiction,6.1
13 Hours,Action,7.4,2012,pop,you make me feel,cobra starship featuring sabi,2011,7.4,2020315491,Le neveu d'Amï¿½?©rique,Luis Sepï¿½?ºlveda,Romance,6.1
Alleluia! The Devil's Carnival,Horror,7.4,2012,pop,for the first time,the script,2011,7.4,1858813093,Nessie: The Loch Ness Monster,Richard Brassey,Romance,6.1
Mission: Impossible- Rogue Nation,Action,7.4,2012,pop,hey soul sister,train,2010,7.4,1841952931,Glasgow Zen,Alan Spence,Crime,6.1
The Walk,Adventure,7.4,2012,latin pop,baby,justin bieber featuring ludacris,2010,7.4,1888451084,Kamikaze Lust,Lauren Sanders,Crime,6.1
Little Boy,Drama,7.4,2012,rap,whataya want from me,adam lambert,2010,7.4,553579681,Night Mares,Manda Scott,Fiction,6.1
"McFarland, USA",Biography,7.4,2012,rap,magic,bob featuring rivers cuomo,2010,7.4,821750410,Warrior Moon,Sara Orwig,Fiction,6.1
"To Be Frank, Sinatra at100",Documentary,7.4,2012,latin pop,stuck like glue,sugarland,2010,7.4,307215342,Trixie Belden and the Mystery Off Glen Road (Mystery Off Glen Road),Julie Campbell,Fiction,6.1
The Judge,Crime,7.4,2012,pop,hey daddy daddys home,usher featuring plies,2010,7.4,039914370X,Sudden Mischief (Spenser Mysteries (Hardcover)),Robert B. Parker,Fiction,6.1
La Famille BÃ,Comedy,7.4,2012,pop,eenie meenie,sean kingston and justin bieber,2010,7.4,394559487,Citizens: A Chronicle of the French Revolution,Simon Schama,Crime,6.1
The Hadza: Last of the First,Documentary,7.4,2012,pop,poker face,lady gaga,2009,7.4,015216250X,So You Want to Be a Wizard: The First Book in the Young Wizards Series,Diane Duane,Fiction,6.1
The Image Revolution,Biography,7.4,2012,pop,im yours,jason mraz,2009,7.4,440219078,The Giver (21st Century Reference),LOIS LOWRY,Fiction,6.1
Stories of Our Lives,Drama,7.4,2012,pop,she wolf,shakira,2009,7.4,786890436,The Diary of Ellen Rimbauer: My Life at Rose Red,Ellen Rimbauer,Romance,6.1
Inside Llewyn Davis,Drama,7.4,2012,pop,i do not hook up,kelly clarkson,2009,7.4,385497679,Hidden in Plain View: A Secret Story of Quilts and the Underground Railroad,Jacqueline L. Tobin,Fiction,6.1
Begin Again,Drama,7.4,2012,latin pop,low,flo rida featuring tpain,2008,7.4,425161722,Net Force,Tom Clancy,Fiction,6.1
The Way Way Back,Comedy,7.4,2012,pop,so what,pink,2008,7.4,440222818,Guilt,John T. Lescroart,Fiction,6.1
Ida,Drama,7.4,2012,,womanizer,britney spears,2008,7.4,671779338,Border Bride,Arnette Lamb,Fiction,6.1
20 Feet from Stardom,Documentary,7.4,2012,,flashing lights,kanye west featuring dwele,2008,7.4,61064505,"Blowtorch Psycho.Com (Bone Chillers, No 18)",Sherry Shahan,Fiction,6.1
Zero Dark Thirty,Drama,7.4,2012,pop,if everyone cared,nickelback,2007,7.4,590514776,Meet the Stars of Buffy the Vampire Slayer,Stefanie Scott,Romance,6.1
Foodfight!,Action,7.4,2012,pop,never again,kelly clarkson,2007,7.4,373196741,To Catch A Sheik  (Desert Brides),Teresa Southwick,Romance,6.1
Looper,Action,7.4,2012,pop,rehab,amy winehouse,2007,7.4,312282990,The Amazing Adventures of Kavalier &amp, Clay,Fiction,6.1
Mud,Drama,7.4,2012,pop,bad day,daniel powter,2006,7.4,871137380,Black Hawk Down: A Story of Modern War,Mark Bowden,Fiction,6.1
Frances Ha,Comedy,7.4,2012,pop,move along,the allamerican rejects,2006,7.4,741402912,Finding Dad,Jonathan Pearce,Romance,6.1
Mission: Impossible- Ghost Protocol,Action,7.4,2012,pop,ms new booty,bubba sparxxx featuring ying yang twins,2006,7.4,945397410,Outhouses of Alaska,Harry M. Walker,Romance,6.1
The Adventures of Tintin,Action,7.4,2012,latin pop,so what,field mob featuring ciara,2006,7.4,375704027,Norwegian Wood (Vintage International Original),Haruki Murakami,Fiction,6.1
"Crazy, Stupid, Love.",Comedy,7.4,2012,pop,pullin me back,chingy featuring tyrese,2006,7.4,1551662744,White Lies,Linda Howard,Fiction,6.1
Take Shelter,Drama,7.4,2012,pop,who says you cant go home,bon jovi featuring jennifer nettles,2006,7.4,684801469,Farewell To Arms,Ernest Hemingway,Fiction,6.1
"Pink Ribbons, Inc.",Documentary,7.4,2012,rap,call me when youre sober,evanescence,2006,7.4,140077022,White Noise (Contemporary American Fiction),Don DeLillo,Fiction,6.1
The Next Three Days,Crime,7.4,2012,latin pop,scars,papa roach,2005,7.4,684844729,STONES FROM THE RIVER,Ursula Hegi,Crime,6.1
Blue Valentine,Drama,7.4,2012,pop,my boo,usher and alicia keys,2005,7.4,805019367,"K Is for Killer (Grafton, Sue. Kinsey Millhone Mysteries.)",Sue Grafton,Fiction,6.1
Invictus,Biography,7.4,2012,pop,i dont want to be,gavin degraw,2005,7.4,451124340,Different Seasons,Stephen King,Romance,6.1
Law Abiding Citizen,Crime,7.4,2012,jazz,we be burnin,sean paul,2005,7.4,1558747346,"Teen Love:  On Relationships, A Book for Teenagers",Kimberly Kirberger,Crime,6.1
Up in the Air,Drama,7.4,2012,pop,slow motion,juvenile featuring soulja slim,2004,7.4,786927089,Dragons of Summer Flame,Margaret Weis,Crime,6.1
My Sister's Keeper,Drama,7.4,2012,pop,magic stick,lil kim featuring 50 cent,2003,7.4,3492229336,Die Meute der Erben.,Gaby Hauptmann,Crime,6.1
Capitalism: A Love Story,Crime,7.4,2012,pop,where is the love,the black eyed peas,2003,7.4,140042520,Dharma Bums,Jack Kerouac,Fiction,6.1
Mao's Last Dancer,Biography,7.4,2012,rock,how you gonna act like that,tyrese,2003,7.4,345298985,"One Tree (Donaldson, Stephen R. Second Chronicles of Thomas Covenant, Bk. 2.)",Stephen R. Donaldson,Crime,6.1
City Island,Comedy,7.4,2012,pop,damn,youngbloodz featuring lil jon,2003,7.4,440206154,Red Dragon,Thomas Harris,Fiction,6.1
Silver Medallist,Action,7.4,2012,rock,headstrong,trapt,2003,7.4,312421001,I Thought My Father Was God: And Other True Tales from NPR's National Story Project,Paul Auster,Fiction,6.1
Ajami,Crime,7.4,2012,teen pop,gangsta lovin,eve featuring alicia keys,2002,7.4,553571656,The Beekeeper's Apprentice,LAURIE R. KING,Romance,6.1
Starsuckers,Documentary,7.4,2012,rock,without me,eminem,2002,7.4,140620338,Picture of Dorian Gray,Oscar Wilde,Crime,6.1
The Horse Boy,Documentary,7.4,2012,rock,livin it up,ja rule featuring case,2002,7.4,3453088433,Das Druidentor.,Wolfgang Hohlbein,Crime,6.1
Red Cliff,Action,7.4,2012,rock,uh huh,b2k,2002,7.4,373058446,"Hand Of An Angel (Silhouette Desire, No 844)",BJ James,Fiction,6.1
The Baader Meinhof Complex,Action,7.4,2012,rap,where the party at,jagged edge featuring nelly,2001,7.4,551032510,Colours of Survival,Adrian Plass,Fiction,6.1
Stargate: The Ark of Truth,Action,7.4,2012,jazz,bootylicious,destinys child,2001,7.4,3257250398,Konig Babar,Jean de Brunhoff,Fiction,6.1
Harrison Montgomery,Drama,7.4,2012,pop,beautiful day,u2,2001,7.4,385498721,Survivor : A Novel,CHUCK PALAHNIUK,Fiction,6.1
The Simpsons Movie,Adventure,7.4,2012,pop,i wanna be bad,willa ford,2001,7.4,449221164,In the Frame,Dick Francis,Romance,6.1
3:10 to Yuma,Adventure,7.4,2012,rock,he wasnt man enough,toni braxton,2000,7.4,345297687,Ship Who Sang,Anne McCaffrey,Romance,6.1
Death at a Funeral,Comedy,7.4,2012,,i turn to you,christina aguilera,2000,7.4,374216495,The Museum Guard,Howard Norman,Romance,6.1
Death at a Funeral,Comedy,7.4,2012,,shake ya ass,mystikal,2000,7.4,451202503,The Songcatcher: A Ballad Novel,Sharyn McCrumb,Romance,6.1
Lars and the Real Girl,Comedy,7.4,2012,,what about now,lonestar,2000,7.4,044990671X,Bronze Mirror,Jeanne Larsen,Fiction,6.1
"Gandhi, My Father",Biography,7.4,2012,,livin la vida loca,ricky martin,1999,7.4,671038184,Jewel,Bret Lott,Fiction,6.1
Under the Same Moon,Adventure,7.4,2012,,heartbreaker,mariah carey featuring jayz,1999,7.4,394404289,The Prophet,Kahlil Gibran,Romance,6.1
Across the Universe,Drama,7.4,2012,,i need to know,marc anthony,1999,7.4,375413081,True Notebooks (Alex Awards (Awards)),MARK SALZMAN,Romance,6.1
Notes on a Scandal,Crime,7.4,2012,,youre still the one,shania twain,1998,7.4,802069347,Gibson's Student Guide to Western Canadian Universities,Dyanne Gibson,Fiction,6.1
Running Scared,Action,7.4,2012,,ray of light,madonna,1998,7.4,915811332,Sacred Journey of the Peaceful Warrior,Dan Millman,Romance,6.1
The Ultimate Gift,Drama,7.4,2012,,loungin,ll cool j,1996,7.4,155643152X,The Second Coming of Science: An Intimate Report on the New Science,Brian O'Leary,Fiction,6.1
Clerks II,Comedy,7.4,2012,,youll see,madonna,1996,7.4,805210318,Light on Yoga: Yoga Dipika,B. K. S. Iyengar,Crime,6.1
I Served the King of England,Comedy,7.4,2012,,tell me,groove theory,1996,7.4,385324057,Summer Sisters,Judy Blume,Fiction,6.1
Bella,Drama,7.4,2012,,if your girl only knew,aaliyah,1996,7.4,006109594X,Nimitz Class,Patrick Robinson,Fiction,6.1
Journey from the Fall,Drama,7.4,2012,,run away,real mccoy,1995,7.4,440225701,The Street Lawyer,JOHN GRISHAM,Fiction,6
Wristcutters: A Love Story,Comedy,7.4,2012,,you want this,janet jackson,1995,7.4,440234743,The Testament,John Grisham,Fiction,5.9
Wordplay,Documentary,7.4,2012,,this aint a love song,bon jovi,1995,7.4,684822733,"Love, Miracles, and Animal Healing : A heartwarming look at the spiritual bond between animals and humans",Pam Proctor,Romance,5.9
Corpse Bride,Animation,7.4,2012,,1st of tha month,bone thugsnharmony,1995,7.4,446612618,A Kiss Remembered,Sandra Brown,Crime,5.9
The Proposition,Crime,7.4,2012,,stay i missed you,lisa loeb and nine stories,1994,7.4,671042858,The Girl Who Loved Tom Gordon,Stephen King,Fiction,5.9
Manderlay,Drama,7.4,2012,,please forgive me,bryan adams,1994,7.4,446601640,Slow Waltz in Cedar Bend,Robert James Waller,Fiction,5.9
Capote,Biography,7.4,2012,,100 pure love,crystal waters,1994,7.4,380778556,Rebecca,Daphne Du Maurier,Fiction,5.9
